date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
2020-01-01,-0.41692900424884005,-0.4512889471378265,-0.49159323819750056,-0.514084127535857,-0.41824821592080974,-0.45312761469047924,-0.4217798158648576,-0.4058689760820844,-0.37240424864719956,-0.4648168118226714,-0.3755294778007947,-0.5207352009880708,-0.3353338656616308,-0.4302999511372352,-0.44604498517012914,-0.4544790053541493
2020-01-02,-0.1339893078341522,-0.19766113607667768,-0.2079976189052294,-0.20245066153511881,-0.1588802848171652,-0.23263115496086562,-0.176181634289713,-0.1603256364604041,-0.13000155861235263,-0.1463299111899371,-0.15430481176317312,-0.22256918727996122,-0.06902077829204822,-0.1549349396239348,-0.13516802798163985,-0.18246925779364886
2020-01-03,-0.1519091238689667,-0.17172674471115268,-0.20288942711227798,-0.18295420924612427,-0.14861180807238727,-0.1940470021181644,-0.16682058901198105,-0.14516995637038355,-0.10715856589248929,-0.13702157533024362,-0.14848905892726216,-0.20019147848842667,-0.12976684071859612,-0.14719620036682857,-0.12260710720295664,-0.17185369173483145
2020-01-04,-0.05110998879411044,-0.08511164647037339,-0.1106378155784542,-0.08137125857078575,-0.035362202258600206,-0.1316056614733786,-0.05721485163441942,-0.000811900295567547,0.006534336308140931,-0.008211522023273798,-0.06743893126562728,-0.1150425509589843,-0.048401700204205755,-0.05120465384915207,-0.013780183350234787,-0.06900721445251434
2020-01-05,-0.014661910762271413,0.020530353150597813,-0.08269109757152271,-0.03676206845015695,0.011871245463539237,-0.1235513984721911,-0.0011001600196505201,0.11106202286317157,0.10388616486241298,0.041086256086217965,-0.015741016772801708,-0.05198245688952996,-0.0018529789024215315,-0.00718105072661912,0.09208259869011992,-0.023192452212552728
2020-01-06,-0.06765014248620926,-0.014879496358949362,-0.11575609136112042,-0.07354554214506193,-0.03759627805523991,-0.14837202998322097,-0.06905012141737821,-0.4068291388126073,-0.375767060938051,0.04045226873398389,0.01803921837390421,-0.04423491039714689,-0.021662976753547336,0.011061848454418932,-0.4967528067905006,0.017135126451904847
2020-01-07,0.1244628331331099,0.12731752815020658,0.09821184967700236,0.13701571947509295,0.1904185825749909,-0.0388194847818063,0.13569560319446716,0.16897675977925086,0.14729053124305502,0.16641100240746942,0.13932808734317947,0.07504147394402394,0.0649401584558309,0.14495635316976707,0.24006468056841168,0.14491826959346898
2020-01-08,0.019610334386112926,0.025960760249645443,0.007114452144910022,0.03880612297138186,0.10688635808956004,-0.11214025451182974,0.05660670289641523,0.1040184537561879,0.0723667367199965,0.08830816862830582,0.06062644286149288,-0.018274881359226725,-0.020309304033983788,0.054832785040749066,0.11474253225494269,0.047723174370188026
2020-01-09,0.021443297087920588,0.03389398102128771,0.030373348039237413,0.059793677664162104,0.10038945294776913,-0.1145848761130186,0.05528600202465639,0.11882524563835628,0.08023677854843436,0.07258294676767907,0.056239154745176156,-0.02049827572792773,-0.022035964720605428,0.049564960450127815,0.10480521433106893,0.04012225608417319
2020-01-10,0.0307195259819788,0.04326416563038582,0.03029147293243528,0.048781461669978876,0.09405154815941796,-0.084888798166318,0.054030916301817555,0.12893235145051318,0.10634465208400568,0.07494105736691425,0.068995598132914,0.0029021010643321965,0.0011917024437326784,0.06840931930737004,0.12616198806257284,0.06411910304259805
2020-01-11,0.01672452419989212,0.03393892133060916,0.011814187654246577,0.05054581047230822,0.08916275880112101,-0.03513771311180114,0.04364750782818905,0.1246077829424661,0.08937712331797854,0.08336913801914902,0.05940893987172968,-0.021475504895707376,0.0032385787171456126,0.037125260141687155,0.11788906944257782,0.08497768468589806
2020-01-12,-0.05407341915134389,0.0004767130306404521,-0.03942356345663112,0.022865291685348454,0.07872677821674068,-0.03401710832449267,0.04274454635246516,0.13426883732639228,0.11170418859430642,0.06544805482229887,0.06449958539702982,-0.025751299680042306,-0.054805209290596624,0.05290838251208552,0.08937447823058076,0.05088505591018144
2020-01-13,0.024151614484571704,0.02181423178728381,-0.005277967868316358,0.029065965473876743,0.06700960695016334,6.404061793952032e-05,0.022045727735577225,0.08532256232995628,0.057457357451681235,0.04800424573532691,0.04349189901749129,-0.03932361496356973,-0.009106621716815977,0.02139056598934541,0.08352937969168206,0.022589884503289914
2020-01-14,0.09368481528631967,0.11112714207643792,0.09236889947172622,0.11971087025162364,0.15957624269716897,0.12065870633669351,0.13927047318803432,0.20106027360497158,0.16754942061897804,0.1713255041392976,0.14360890699657025,0.08774373285234516,0.06517344812282788,0.15056861207664385,0.22154007088493954,0.15790460477903667
2020-01-15,0.021944624480040087,0.04831850384405101,0.022574091980006372,0.053005440186243424,0.1121552297041315,0.06328590848960047,0.09117825272017832,0.1480517334888014,0.104715531582521,0.12934595827264106,0.08295023920250855,-0.00022135440535042683,0.015332332556134087,0.07098935196519962,0.1355622682931401,0.08614630414908908
2020-01-16,0.06832129076426252,0.07287438073551367,0.07418024245056598,0.10518770513274367,0.12945591664066503,0.06197391963840593,0.08935631384871257,0.16184934881725743,0.1088910239302674,0.10924389766547193,0.11230144508466666,0.013028787714978174,0.008892850757831638,0.1036668297433847,0.15374724605577406,0.0792546183094176
2020-01-17,0.06775136621807198,0.07206732081363221,0.05536498232704057,0.07111784004000699,0.10997971678773388,0.07029330143987744,0.06786567703816537,0.15328886289271493,0.13005261861600248,0.08899693846158718,0.10317998342881696,0.010008738065819811,0.03230394898107458,0.09037173095502671,0.15466620342402404,0.07908804418031057
2020-01-18,0.024390203973384095,0.048283776643579523,0.022475319502678337,0.06836985501017412,0.09732003048988802,0.03583767104428559,0.06353837043731514,0.14919618784063293,0.09815595721885217,0.08292421768645952,0.10232209582840035,0.001748648365060168,0.02791066021685573,0.07189507165855247,0.13643125452232696,0.06760034324267461
